Approved Symbol	UniProt ID(supplied by UniProt)
MIR3672	
MIR3926-1	
MIR3622B	
MIR3911	
MIR3934	
MIR3938	
MIR3675	
MIR3923	
MIR3679	
SNORD155	
BCL6-AS1	
TAB2-AS1	
SNORD43	
SNORD44	
UBE2V1P11	
RMDN2-AS1	
FRG2IP	
RNU6-933P	
MIR708	
MIR885	
MIR543	
SCASI	
LINC01111	
MIR3668	
OR5AP1P	
SCA23~withdrawn	
ZFHX2-AS1	
DUX4L14	
RNA5SP33	
LINC02499	
RNA5SP118	
KSR1P1	
LINC02490	
RNU6-1178P	
RN7SKP227	
RN7SL854P	
RN7SL407P~withdrawn	
LINC01824	
RNA5SP512	
SALL4P6	
RN7SKP280	
LINC01243	
RNU6-1317P	
DUX4L41	
RAB11AP2	
AIS3	
SNORD45A	
RNA5SP410	
DGCR7~withdrawn	
DFNB38	
DLGAP2-AS1	
RNU6-907P	
RN7SKP266	
DFNB39~withdrawn	
MRX81	
LINC02505	
SNORD116-13	
MRT2A~withdrawn	
SNORD157	
SNORD159	
SNORD161	
SNORD165	
SNORD167	
SNORD168	
SNORD170	
SNORA25B	
RPS6P12	
TAS2R22	
GPRC5D-AS1	
MTCO2P34	
TAS2R23~withdrawn	
RNU6-814P~withdrawn	
LINC01772	
OR5M2P	
PPP1R2P10	
AARSP1	
LINC00161	
OR2W2P	
KLF8P1	
ZNF197-AS1	
IGHV1OR15-6	
RNU7-200P	
RN7SL435P	
CYorf15B~withdrawn	
SNORD45B	
SNORD46	
SNORD47	
DYX6	
LINC01063	
SNORD48	
ZNF402P	
OR4A19P	
DYX7	
MIR208B	
MIR509-3	
MIR937	
RNU6-272P	
TP73L~withdrawn	
KDM5C-IT1	
IQSEC3P2	
MMPL1~withdrawn	
PGBD3P1	
PGBD3P4	
TMEM189-UBE2V1	
ADRA2L1~withdrawn	
PLA2A~withdrawn	
OR4G1P	
LINC02437	
OR11K2P	
RN7SL276P~withdrawn	
EGFLAM-AS4	
RN7SKP197	
DUX4L24	
LINC00356~withdrawn	
OR4F1P	
TRP-AGG2-8	
OR51C4P	
PPIAP61	
RBTNL2~withdrawn	
DGCR10	
DGCR11	
PGAM1P6	
SNORD49A	
SNORD50A	
SNORD52	
SNORD53	
SNORD54	
SNORD55	
LINC01317	
TRW-CCA7-1	
LINC02305	
EGFLAM-AS3	
SUGT1P1	
MIR941-2	
MIR944	
MIR891A	
MIR892A	
SMCR6	
TSPY24P	
MSS~withdrawn	
AD2~withdrawn	
DENND6A-AS1	
RN7SL260P	
RNU6-1116P	
RN7SL271P	
CCA1	
LINC01767	
OR10U1P	
RNU7-185P	
CORD1	
RN7SKP107	
RNA5SP103	
CD3W~withdrawn	
RN7SL572P~withdrawn	
LINC01372	
OSMR-AS1	
RGS17P1	
CTS1~withdrawn	
MERR~withdrawn	
MCO~withdrawn	
DYT2	
LARP1BP2	
RNA5SP467	
MED28P6	
DYT3~withdrawn	
F13A2~withdrawn	
F13A3~withdrawn	
MRX80	
LINC02058	
LINC00380	
OR56A7P	
GLYD~withdrawn	
GTS	
HOAC	
OR7E99P	
LINC01705	
KMS	
RNA5SP98	
LGMD1A~withdrawn	
NT3	
LINC00397	
SLC7A15P	
OVD1A~withdrawn	
OCD1~withdrawn	
TMEM256-PLSCR3	
OOEP-AS1	
NAALADL2-AS3	
MIR874	
RBS~withdrawn	
SCZD2	
SNORD56	
RN7SL190P	
MTCSB2	
WT2	
HAGLROS	
SNORD153	
MTND1P30	
USH1A~withdrawn	
LINC02394	
RNA5SP117	
RNU6-651P	
RNU1-138P	
MIR889	
BRD9P1	
MT7SDNA	
MTATT	
MTCSB1	
F10-AS1	
LINC01105	
RN7SL422P	
GUSBP8	
EBS4~withdrawn	
MTHPR	
MTHSP1	
MTHSP2	
MTLSP	
LINC01151	
RN7SL290P	
LINC02137	
OR5M6P	
RNA5SP228	
MT-TD	
MT-TE	
SEPT14P13	
MIR3662	
OR13Z1P	
UBE2Q2P9	
A12M2~withdrawn	
MIR190B	
MIR887	
ACAD~withdrawn	
ADCP1	
ADFN	
AF8T	
LINC02470	
ALDOAP2	
ACTL4~withdrawn	
AIC	
TRE-TTC13-1	
ILF2P1	
RNU6-599P	
SNORD116-14	
MIR760	
RN7SKP136	
AOM~withdrawn	
APOEL1~withdrawn	
TRSUP-TTA1-1	
KNOP1P3	
RNA5SP454	
AZF1	
LINC01566	
RNA5SP266	
RN7SL612P	
MTCO1P28	
AVR~withdrawn	
RN7SL377P	
BEVI~withdrawn	
BDM~withdrawn	
C1HR~withdrawn	
CKBE	
LINC02327	
RNU7-105P	
MTND1P5	
CHR~withdrawn	
PRAMEF36P	
RNA5SP36	
TMF1P1	
LINC01639	
COX4I1P1	
RNU7-124P	
FAM239A	
CRPP1	
RN7SL223P	
CRS~withdrawn	
LINC02514	
RNU7-190P	
CRYGP1~withdrawn	
CRYGP2~withdrawn	
DNCM~withdrawn	
FGF12-AS2	
YWHAEP1	
DCE~withdrawn	
DFN2~withdrawn	
DM1~withdrawn	
DHFRP4~withdrawn	
EBVM1	
E11S	
EBM	
LINC02260	
MTATP6P3	
CLG1~withdrawn	
EKV~withdrawn	
TRY-GTA6-1	
LINC02317	
RNU6-452P	
RNU7-182P	
ERPL1~withdrawn	
ERV1~withdrawn	
NF1P10	
F2L~withdrawn	
AATBC	
CICP22	
RNU6-886P	
FIM3~withdrawn	
RARRES2P9	
FTH1P13	
FUSE	
LINC00449	
RNU4-27P	
G6PDL~withdrawn	
GCY	
EYCL1	
TRIM60P2Y	
MTCO3P32	
GCF1~withdrawn	
CHRM3-AS1	
NCKAP5-IT1	
LINC01567	
GNPTA~withdrawn	
GUK2	
CDH18-AS1	
SNORD57	
HBAP1	
GUSM~withdrawn	
TNFSF12-TNFSF13	
HCL1	
HCL2	
LINC01908	
HPRT1P2	
TNFA~withdrawn	
C18orf57~withdrawn	
C7orf55-LUC7L2	
HPT	
HTL	
HPRTP4~withdrawn	
IGHEP1	
FAM85A	
NEGF1~withdrawn	
BCL1~withdrawn	
INSL1~withdrawn	
INSL2~withdrawn	
INSRL~withdrawn	
MIC12	
LINC00452	
LINC02076	
TOB1-AS1	
TECRP2	
IFNBR~withdrawn	
CEAL1~withdrawn	
CD57~withdrawn	
LIPB	
M130~withdrawn	
MAA	
MAFD2	
SNORD58A	
NXPE2P1	
MER5	
MEAX~withdrawn	
MF4~withdrawn	
MIR921	
MIR933	
MIR939	
MIR941-3	
RN7SKP125	
RMRPP5	
MDF1~withdrawn	
MSK10	
MRSD	
MSD	
PRR29-AS1	
KCNJ2-AS1	
LINC01973	
LINC00668	
LINC01538	
MSK1~withdrawn	
MSK11~withdrawn	
SNORD116-15	
SNORD116-16	
MTL4~withdrawn	
SNORD116-17	
RNU6-603P	
NHCP1	
LINC01438	
RNU6-239P	
NHCP2~withdrawn	
NM	
LINC02406	
RNU6-1250P	
RNU6-665P	
OPEM	
LINC01650	
KCTD21-AS1	
LINC01210	
PEPB	
PFKX~withdrawn	
LINC01654	
LINC01795	
RN7SL542P	
PCH2~withdrawn	
PYHG11~withdrawn	
LINC02385	
MIR297	
MIR365A	
MIR365B	
CXADRP2	
PHP~withdrawn	
PYHG12~withdrawn	
LIPC-AS1	
ANKRD20A17P	
LINC02117	
MIS18A-AS1	
RNU6-1183P	
RN7SL541P	
RN5S1@	
RNR1	
RNU6-230P	
RN7SKP228	
RNA5SP185	
RD~withdrawn	
EEF1A1P34	
PPIAP38	
OR7E134P~withdrawn	
OR7E137P~withdrawn	
RVNP2~withdrawn	
S13~withdrawn	
RRM2P1~withdrawn	
SEA	
UBXN10-AS1	
ZNF315P~withdrawn	
SF~withdrawn	
SNORD115-27	
STSP1	
RN7SL466P	
OR2S1P	
TKCR	
LINC02496	
SNORD58B	
TYS	
VDI	
UGP1~withdrawn	
PARP4-AS1~withdrawn	
XM	
XS	
LINC01426	
OR7E151P~withdrawn	
MTND5P43	
AGMX2	
LINC00499	
NAV2-AS2	
FTH1P6	
AIED~withdrawn	
ASMD~withdrawn	
SNORD59A	
SNORD60	
SNORD61	
SNORD62A	
SNORD63	
SNORA64	
MIR4530	
ANCR	
OPA2	
NUTF2P7	
OR10R3P	
OXCT1-AS1	
BNIP3P41	
ARSC2	
IGER~withdrawn	
MIR3688-1	
FNBP1P1	
APPL~withdrawn	
ASNSP1	
ASNSP2	
RNA5SP190	
RHOA-IT1	
TRV-CAC7-1	
RNU6-180P	
RN7SL583P	
RNA5SP101	
ATP5BL2~withdrawn	
AVRR~withdrawn	
SMCR3~withdrawn	
TRP-CGG1-3	
OR51N1P	
MRX6	
LINC01852	
MTCO2P20	
RNU6-164P	
OSTCP6	
CALML1~withdrawn	
DYT13	
DFNA21	
DFNA24	
DFNA27	
DFNA29	
DFNA30	
DFNA32	
CCT	
CCO~withdrawn	
DFNA23~withdrawn	
DFNA33	
DFNA34	
DFNA35	
DFNB26	
DFNB27	
NNO1	
MRX66	
MRX67	
RN7SL443P	
RNU6-1231P	
DFNB24~withdrawn	
DFNB25~withdrawn	
DFNB28~withdrawn	
IBD3	
CECR	
MRX70	
RPS6KB2-AS1	
RNU6-820P	
CHE2~withdrawn	
MRX72~withdrawn	
SCAX1~withdrawn	
COL1AR	
HNB1	
MRX73	
IBD7	
TRICY1	
MCPH3~withdrawn	
TRI-AAT12-1	
RNU6-538P	
RNU6-661P	
THC2~withdrawn	
DFNA25~withdrawn	
GINGF2	
PDB4	
PROS2P	
RN7SL385P	
MRX76~withdrawn	
MKS2~withdrawn	
CPL1~withdrawn	
DFNB32	
DFNB33	
CRYGFP	
CTAA2	
MRXS11	
RNA5SP156	
HMGB1P24	
CORD5~withdrawn	
MRX78~withdrawn	
DFNA47	
DFNA48	
EBR3	
ATP5BP1	
SC~withdrawn	
TDD~withdrawn	
CCAT~withdrawn	
HHG~withdrawn	
AIH2~withdrawn	
LINC01486	
RN7SKP273	
OR11J1P	
EJM1~withdrawn	
CYP3A~withdrawn	
DGCR	
RNU6-739P	
RNU6-303P	
DHOF~withdrawn	
EBVS1	
HMGB3P4	
MTATP6P27	
RN7SL39P	
EBS1~withdrawn	
HCVS	
VMD1	
MRX82	
LAKLG	
SCAR2	
CMT1A	
RN7SL771P	
ELK2AP	
CMTX3	
CXB3S	
ERCM1	
K12T~withdrawn	
JPD	
IDDM14	
RFPL4AP3	
CZP2~withdrawn	
CTM~withdrawn	
ST4~withdrawn	
MRXS5~withdrawn	
MTCO1P3	
MTCYBP44	
SNX33P1	
F7R	
BIN2P2	
COX6CP13	
PCAT18	
BNIP3P7	
FSHMD1A	
OR2L9P	
FIM1~withdrawn	
BCRP9	
RNU6-152P	
RNU6-1066P	
FTHL14~withdrawn	
G7P1~withdrawn	
DFNB13	
DFNB14	
DFN8	
RNU6-1012P	
IFI4~withdrawn	
SHS~withdrawn	
PIH~withdrawn	
RBM22P12	
ARPP21-AS1	
RNU6-406P	
RNU6-330P	
RNU6-847P	
DFNA59	
GNAI2P1	
USP9YP32	
KFSD~withdrawn	
EVR2~withdrawn	
MRX14	
OASD	
SCZD4	
MRX15	
MRX20	
RCA1	
SPG5B	
CMT4A~withdrawn	
MRX16~withdrawn	
MRX19~withdrawn	
JMS~withdrawn	
TTD~withdrawn	
LINC01960	
RN7SL551P	
MTND4P7	
MCS	
AFA	
RNU6-953P	
RNU6-1189P	
RNU6-376P	
MRX21~withdrawn	
MLS~withdrawn	
HMI~withdrawn	
TNR1~withdrawn	
HIVE1~withdrawn	
HEP10~withdrawn	
RNU7-108P~withdrawn	
CDL2	
CRG~withdrawn	
PRTH~withdrawn	
HMAA~withdrawn	
HMAB~withdrawn	
DWS	
CTD	
HTC1	
KFM	
HSPA8P1	
RNU6-457P	
FND~withdrawn	
KAL2~withdrawn	
HSPBL1~withdrawn	
SCAX2	
RCD1	
GLC3B	
HTLVR~withdrawn	
MRX44~withdrawn	
MRX45~withdrawn	
HVBS1~withdrawn	
IFNB3~withdrawn	
ZMYM2-IT1~withdrawn	
RN7SL85P~withdrawn	
GLC1C	
EXT3	
SYM2	
IDDM4	
IDDM3	
MRX49	
MRX47~withdrawn	
IDDM5~withdrawn	
KNO~withdrawn	
IDDM7	
GLC2A	
PCLD~withdrawn	
SNRPCP17	
IP1~withdrawn	
IP2~withdrawn	
JBS	
NTM-IT	
RN7SKP20	
RNU6-1022P	
DYX2	
DIH1	
CTHM	
RSS	
WTS~withdrawn	
KRT14L1~withdrawn	
MRX4	
MPFD	
IDDM9	
CCAL1	
IDDM10~withdrawn	
MRX31	
HTX2~withdrawn	
MAFD1	
MUW53~withdrawn	
CJD~withdrawn	
MER2~withdrawn	
MGCR~withdrawn	
MGC1~withdrawn	
MLVI2~withdrawn	
MSK14~withdrawn	
MSK37~withdrawn	
MSK39~withdrawn	
MPE	
MRX1~withdrawn	
CACD	
MRX51	
CMT2B	
BTS1	
ST8	
MYLL1~withdrawn	
ALS5	
CGF1	
MRXS7	
SEN6	
SEN6A	
SEN6B	
NEFLL1~withdrawn	
NEFLL2~withdrawn	
XRCC8	
FEB1	
OAP	
OFC1	
MRX65	
HPCX	
MELAS	
IBM3~withdrawn	
AMCD2B~withdrawn	
PABX	
PABY	
PBT~withdrawn	
P200~withdrawn	
PCNAL~withdrawn	
PEPC	
PEPE	
MRX8	
MRT10	
MRT11	
DYT17	
USH1H	
PARK16	
MYP18	
MYP14	
PHKG1P3	
SCA32	
DFNB81	
MRT19	
MRT28	
MRT27	
TDO2L1~withdrawn	
MRX9~withdrawn	
MRT23	
MRT24	
PNI2~withdrawn	
MRT25	
SCA37	
PWCR~withdrawn	
ALAS3~withdrawn	
MKS3~withdrawn	
GLC1Q	
SCAR6	
DFNA55	
DFNB54	
DFNA60	
DFNB78	
NME1-NME2	
PCDHB@	
GRASPOS	
OTSC9	
DFNA61	
RP35	
S11	
S12	
S7	
SEDL~withdrawn	
SCZD1	
SMA@~withdrawn	
SSAV1~withdrawn	
ST2	
ST3	
MARCOL	
ASVS1~withdrawn	
FCMTE3	
DFNB87	
DFNB90	
MRT18	
MRT26	
SPG56	
DFNB100	
KGFR~withdrawn	
TRE-TTC3-1	
TRNAE2~withdrawn	
DFNA63	
BMIQ1	
DFNA49	
ERVT2~withdrawn	
TSHRL1	
TSHRL2	
TSHRL3	
MCDR3	
IBD9	
OTSC5	
NYS4	
CELIAC2	
OTSC6	
PSORS9	
DFNB43	
DFNB45	
DFNB46	
DFNB47	
UBBP1	
VARS1~withdrawn	
VP~withdrawn	
ANIB3	
MYP10	
FCMTE2	
GLC1J	
MYP13	
OPA5	
GINGF3	
CTPL1	
EVR3	
XIC	
WWS~withdrawn	
ATPL~withdrawn	
ZWS1~withdrawn	
IGKDEL	
XGR	
CFL1P4	
VWS~withdrawn	
BCHEL1~withdrawn	
BCHEL3~withdrawn	
HOXD@	
CPX~withdrawn	
SCA29~withdrawn	
CYP2A~withdrawn	
GPX1P2	
DURS2~withdrawn	
CRAC1~withdrawn	
HGPPS~withdrawn	
HOXA@	
PARK11	
AGS2~withdrawn	
HOXB@	
POF1~withdrawn	
HOXC@	
MRXS10~withdrawn	
HVBS6~withdrawn	
LGCR~withdrawn	
C16orf43~withdrawn	
MIR3667	
TAN1~withdrawn	
C19orf8~withdrawn	
C6orf36~withdrawn	
SCAX3	
MT-TL1	
IGHJ@~withdrawn	
MER1~withdrawn	
IDDM13	
PTP4A2P2	
IDDM12~withdrawn	
SMIM36	
MIR550B1	
MIR3681	
MYH5~withdrawn	
ZRK~withdrawn	
MRX42	
SCAX4	
KRT15L~withdrawn	
GHRLOS	
SNAR-A1	
SNAR-A2	
NIDDM1	
FRA10G	
BCL5	
GLUR2~withdrawn	
GJA2~withdrawn	
OR7E44P~withdrawn	
CLN4~withdrawn	
HRPT1~withdrawn	
MT-TL2	
MT-TM	
MT-TN	
MT-TP	
H4F3~withdrawn	
KRN1~withdrawn	
KRN1L~withdrawn	
MANBB~withdrawn	
OR7E45P~withdrawn	
OR7E48P~withdrawn	
SNORD116-18	
SNORD116-20	
SNORD116-21	
UBL6~withdrawn	
ZNF246~withdrawn	
MT-TQ	
SNAR-A12	
DCR	
WHCR	
GOT2P2	
OR7E52P~withdrawn	
AAVS1	
BVR1	
ODT1~withdrawn	
ZNF245~withdrawn	
RP6	
ALS2CR16~withdrawn	
ZNF244~withdrawn	
ZNF242~withdrawn	
ZNF325~withdrawn	
MT1K~withdrawn	
NSX~withdrawn	
MIR3925	
OR7E57P~withdrawn	
WSN~withdrawn	
LLP~withdrawn	
AHDS~withdrawn	
HECW1-IT1	
PLCE1-AS1	
CRYAA2	
KRTAP4-14~withdrawn	
MIR3683	
MIR676	
MT-TR	
JAZF1-AS1	
ST8SIA6-AS1	
STAU2-AS1	
UST-AS1	
MIR3940	
TMPO-AS1	
HTR5A-AS1	
TAS2R44~withdrawn	
CRTL2~withdrawn	
DLG5-AS1	
CFL1P3	
COP~withdrawn	
MYCLK1~withdrawn	
DGCR13~withdrawn	
OFC2	
NEM1~withdrawn	
IGHDY2~withdrawn	
FAM83H-AS1	
LINC01445	
TRE-TTC1-2	
MT-TS1	
FGF13-AS1	
MAPT-IT1	
MIR124-2HG	
EEGV1	
MIR3657	
LINC02382	
MIR3611	
MIR3935	
MIR3663	
SIK1B	
SNORD116-22	
SNORD116-23	
SNORD116-24	
SNORD116-25	
SNORD115-2	
RNU7-18P	
VN2R14P	
MYP1	
RPL26P20	
RPL30P15	
RPL31P34	
RPL31P24	
RPL31P40	
RPL31P42	
GCTG~withdrawn	
CIDX~withdrawn	
ICR1	
RPL31P27	
RPL31P35	
RPL31P36	
RPL31P41	
RPL37P17	
RPL39P23	
SMIM34B	
M195~withdrawn	
EBR4	
UCHL2~withdrawn	
PKD3	
HSPDP1~withdrawn	
IGHV2@~withdrawn	
SMIM33	
LINC01773	
HSPD1P3	
CRYBB2P1	
RPS21P5	
RPS26P27	
HSPDP4~withdrawn	
MIR3689B	
MIR3150B	
RPS26P37	
EFCAB14-AS1	
SNAR-C1	
LINC00861	
LINC00552	
PARD6G-AS1	
SNAR-C3	
AGAP2-AS1	
SNORA65	
SNORA66	
SNORA67	
DBIL3~withdrawn	
DBIL4~withdrawn	
MYOCOS	
TSC3~withdrawn	
ELNR1~withdrawn	
SNORA68	
MT-TS2	
MT-TT	
MT-TV	
SNORD116-26	
SNORD115-28	
MSSE~withdrawn	
PRO1~withdrawn	
PIGCP2	
RPL26P17	
VN1R65P	
RPL35AP36	
NIFKP5	
RPL22P10	
WS2A~withdrawn	
RPS26P33	
RPS26P36	
SRML2~withdrawn	
OFC3	
HPFH2	
PPIAP11	
NA~withdrawn	
RPS3AP34	
RPS3AP35	
HSPA3~withdrawn	
NKS1	
SNORA69	
MRX3~withdrawn	
IGHV3@~withdrawn	
MELL1~withdrawn	
TCRBVO@~withdrawn	
MT-TW	
MARCKSP1	
THAS	
MRX5	
MRX7	
TRR-TCT2-1	
TRG-GCC2-6	
ZNF15L2~withdrawn	
USP3-AS1	
HPV18I1	
OED	
PTMAP5	
FDX2~withdrawn	
CMTX2	
MBS1	
PRS	
MIR3613	
MIR3908	
MIR3670-1	
MIR3944	
MIR3674	
CLA3	
ANOP1	
SNAP25-AS1	
MT-TY	
SCEL-AS1	
HSPCAL4~withdrawn	
GLUR3~withdrawn	
PORC~withdrawn	
RNU7P3~withdrawn	
PPIAP7	
SCN2A1~withdrawn	
MIR3714	
MIR3610	
MIR3915	
MIR3180-5	
MIR3680-1	
MCPH1-AS1	
MIR548Y	
ZNFP1~withdrawn	
ZNF49~withdrawn	
PPBPP1	
ZNF60~withdrawn	
FOLR2L~withdrawn	
ZNF59~withdrawn	
MTUS2-AS2	
SIK3-IT1	
ZNF95~withdrawn	
PGA@~withdrawn	
MRX11	
SNORA71A	
SNORA71B	
ATHS	
SNORA72	
MIR3914-2	
PNMTP1~withdrawn	
ANTP3~withdrawn	
ANTP2~withdrawn	
EGI	
LINC01912	
GTA~withdrawn	
SNORD116-27	
UCHH2~withdrawn	
MIR181A1HG	
LINC00887	
TRQ-TTG1-1	
SNORD115-3	
SNORD115-4	
SNORD115-5	
HOPS~withdrawn	
LINC01802	
LINC01926	
LINC01764	
SNORD115-6	
BCGF1~withdrawn	
CCDC18-AS1	
LINC01987	
LINC01349	
LINC01003	
LINC00624	
GLC1B	
LINC01539	
LINC01602	
CNC2	
ICR2B~withdrawn	
DYT6~withdrawn	
PIRC79	
PIRC90	
PIRC94	
PIRC96	
RPS6P20	
RPS6P21	
RPSAP51	
RPL11P4	
RPL12P28	
RPL12P29	
RPL13AP11	
RPL13AP12	
RPL13AP14	
RPL13AP15	
SAI1	
MCDR1	
AIH3	
LMNL1~withdrawn	
CD46P1	
ZNF27~withdrawn	
GM2AP1	
PIRC104	
PIRC107	
PIRC4	
AGTRL2~withdrawn	
PIRC12	
PIRC17	
RPL14P4	
RPL15P14	
RPL17P35	
RPL18AP10	
RPL18P10	
RPL19P17	
RPL19P18	
RPL22P17	
LMNL2~withdrawn	
PIRC24	
RPL21P114	
PIRC32	
PIRC37	
RPL21P115	
CYP2D8P	
ZNF78L1~withdrawn	
ZNF78L2~withdrawn	
GCSL~withdrawn	
PPIAP13	
PPIAP12~withdrawn	
RPS15P1~withdrawn	
PIRC45	
PIRC50	
PIRC54	
PIRC62	
PIRC67	
ZNF86~withdrawn	
PIRC71	
PIRC80	
PIRC84	
ZNF97~withdrawn	
ZNF102~withdrawn	
PIRC97	
PIRC1	
PIRC5	
PIRC6	
RPL21P116	
RPL21P121	
PR@	
MIR4420	
MIR4771-2	
MIR4796	
MIR4722	
MIR4754	
MIR378D2	
P3H2-AS1	
TRS-TGA4-1	
CMAR~withdrawn	
TRS-TGA2-1	
TRS-AGA2-3	
LINC00543	
SGLT1~withdrawn	
WBS2	
ALOX12P1	
RPL21P118	
RPL21P126	
RPL21P124	
RPL21P129	
RPL21P127	
RPL21P130	
RPL22P21	
RPL23AP27	
PIRC9	
PIRC15	
PIRC16	
PIRC22	
PIRC25	
PIRC26	
SAA3P	
ZNF11B~withdrawn	
ZNF43L~withdrawn	
PIRC30	
PIRC33	
PIRC35	
PIRC39	
PIRC43	
HLA-DQB3	
GLNS~withdrawn	
PIRC46	
MIR4739	
ZNF118~withdrawn	
ZNF119~withdrawn	
ZNF120~withdrawn	
PIRC47	
PIRC51	
PIRC53	
PIRC56	
PIRC60	
PIRC64	
VIS1	
CCV	
VTNR~withdrawn	
NDUFA6-AS1	
ZRANB2-AS1	
BSN-AS2	
HS1BP3-IT1	
ITCH-AS1	
NMTRQ-TTG3-1	
PIRC66	
GGTL1~withdrawn	
GGTL2~withdrawn	
ZNF116~withdrawn	
SNRPNP1~withdrawn	
SNRPBL1~withdrawn	
ZNF122~withdrawn	
EEF1A1L14~withdrawn	
MIR5002	
PAXIP1-AS2	
FILNC1	
PIRC70	
PIRC72	
PIRC77	
PIRC78	
MIR4752	
PIRC81	
PIRC85	
PIRC87	
MIR4719	
PENT~withdrawn	
RPL23P1~withdrawn	
EEF1A1P3	
EBN1~withdrawn	
PABPL1~withdrawn	
PIRC89	
PIRC98	
PTK8~withdrawn	
JTK5A~withdrawn	
ZNF126~withdrawn	
TYRO3P	
PBM1~withdrawn	
PIRC99	
PIRC102	
PIRC106	
PIRC108	
GMFA	
TNFAIP5~withdrawn	
MSNL2~withdrawn	
CYP2D8P2~withdrawn	
CYP2D7P2~withdrawn	
VRNI~withdrawn	
MIR5000	
MIR203B	
MIR4643	
MIR4633	
MIR4708	
MIR4419A	
MIR4641	
MIR4498	
MIR4465	
MKRN7P	
AS~withdrawn	
PIRC110	
PIRC113	
PIRC114	
CAGA~withdrawn	
FACL1~withdrawn	
ETF1P3	
MIR4514	
MIR5001	
MIR4500	
MIR4513	
MIR4477A	
RDXP1	
PPP2CBP1	
HPE1	
PIRC101	
PIRC34	
MIR371B	
EEC1	
PIRC83	
CAGB~withdrawn	
KRT17P1	
ZNF128~withdrawn	
ZNF129~withdrawn	
ZNF130~withdrawn	
UQCRBP1	
PIRC28	
TNFAIP7~withdrawn	
XPF~withdrawn	
CDL1	
ACLS	
PDB1	
CRYGGP	
FYTTD1P1	
TCL4	
PIRC88	
TRV-CAC1-2	
TRNAVP1~withdrawn	
MIR4490	
MIR4783	
MIR3972	
MIR4421	
MIR548O2	
MIR548AJ1	
MIR4679-2	
OA3	
ICS1	
HSD3BP1	
LINC02237	
C1orf5~withdrawn	
MYSA	
PTPN2P2	
PTPN8~withdrawn	
OR2F4~withdrawn	
IGLL2P	
OR2F5~withdrawn	
PLXN1~withdrawn	
PLXN2~withdrawn	
HMG1P~withdrawn	
PLXN4~withdrawn	
NIDDM2	
PLXN5~withdrawn	
MT-TC	
TEX52	
C19orf85	
XWNPEP	
CSNU3~withdrawn	
KNPEP~withdrawn	
LPAL1	
PRKM8IP~withdrawn	
CMH3~withdrawn	
NPM1P7	
NPM1P1	
OR8D3~withdrawn	
PRKM8IPP~withdrawn	
GNG3LG~withdrawn	
OR7F2P~withdrawn	
OR7F3P~withdrawn	
OR2A6~withdrawn	
OR2D1~withdrawn	
PKD2L~withdrawn	
PKDL~withdrawn	
RP10~withdrawn	
PABP2~withdrawn	
PABPL3~withdrawn	
PRSS14~withdrawn	
DYX1	
VGL~withdrawn	
NMOR1~withdrawn	
PCOS1	
PNMA6C~withdrawn	
IV	
MRX28	
FKHL14~withdrawn	
FKHL15~withdrawn	
FKHL16~withdrawn	
FKHL17~withdrawn	
MRC1L1~withdrawn	
FKHL9~withdrawn	
C14orf16~withdrawn	
C8orf15~withdrawn	
MRX17	
C10orf43~withdrawn	
C14orf117~withdrawn	
FAM21B~withdrawn	
C21orf98~withdrawn	
DHRS6~withdrawn	
KIAA1618~withdrawn	
UQCRBP2	
STN~withdrawn	
CGM14~withdrawn	
CGM15~withdrawn	
CGM16~withdrawn	
PDR	
NCA~withdrawn	
MAM~withdrawn	
NDUFS2L~withdrawn	
MYF3~withdrawn	
PSG12~withdrawn	
PSG13~withdrawn	
FKHRL1~withdrawn	
KRTAP9L2~withdrawn	
RPL22P23	
KIAA1794~withdrawn	
C15orf31~withdrawn	
C21orf72~withdrawn	
C14orf40~withdrawn	
C14orf136~withdrawn	
KRTAP18-5~withdrawn	
KRTAP18-9~withdrawn	
LYPLA2L~withdrawn	
FRCL1~withdrawn	
SMAC3L~withdrawn	
KIAA0507~withdrawn	
C1orf178~withdrawn	
INPP5C~withdrawn	
INPP3~withdrawn	
ATP6V1A2~withdrawn	
AFD1	
MS	
FNTBL1~withdrawn	
PRDX1P1	
NEDD7~withdrawn	
GLUR4~withdrawn	
PHBP1	
MPD1~withdrawn	
NFIXL4~withdrawn	
NFIXL1~withdrawn	
NFIXL2~withdrawn	
ALS3	
HHC2~withdrawn	
SCA4~withdrawn	
C22orf6~withdrawn	
BCRL6~withdrawn	
TBXA1R	
TGFBRE~withdrawn	
GLUR5~withdrawn	
RPLP1L1~withdrawn	
CNA1	
RPLP1L2~withdrawn	
RPLP1L3~withdrawn	
TCRGC1~withdrawn	
TCRGC2~withdrawn	
FOXG1B~withdrawn	
TCRB~withdrawn	
NEDD10~withdrawn	
MRX24	
TCRGJ1~withdrawn	
TCRGJ2~withdrawn	
TRUND-NNN2-1	
IGKVPZ2~withdrawn	
TCRGJP~withdrawn	
HSD3BP4	
TCRGV11~withdrawn	
FSHMD1B	
TCRGV1~withdrawn	
NOL2~withdrawn	
RMSA1~withdrawn	
SIAT5~withdrawn	
ZNF150~withdrawn	
MRX23	
MRX22~withdrawn	
MRX25	
PLML~withdrawn	
PLM~withdrawn	
C21orf43~withdrawn	
ZNF298~withdrawn	
C21orf50~withdrawn	
C21orf38~withdrawn	
C21orf48~withdrawn	
ZNF158~withdrawn	
FRAXF	
RASL7B~withdrawn	
